,Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
119998,2013-04-18,,4.0,6450.0,939.0,1.0,0.0,0,0.0,,,,,,,,,
120012,2013-04-18,,4.0,4787.0,662.0,1.0,0.0,0,0.0,,,,,,,,,
120105,2013-04-18,,4.0,5147.0,778.0,1.0,0.0,0,0.0,,,,,,,,,
120155,2013-04-18,,4.0,4233.0,574.0,1.0,0.0,0,0.0,,,,,,,,,
120161,2013-04-18,,4.0,4915.0,759.0,1.0,0.0,0,0.0,,,,,,,,,
120178,2013-04-18,,4.0,5894.0,656.0,1.0,0.0,0,0.0,,,,,,,,,
120240,2013-04-18,,4.0,3826.0,676.0,1.0,0.0,,0.0,,,,,,,,,
120246,2013-04-18,,4.0,9085.0,1381.0,1.0,0.0,0,0.0,,,,,,,,,
120273,2013-04-18,,4.0,4806.0,853.0,1.0,0.0,0,0.0,,,,,,,,,
120378,2013-04-18,,4.0,8475.0,1413.0,1.0,0.0,0,0.0,,,,,,,,,
120393,2013-04-18,,4.0,4078.0,575.0,1.0,0.0,0,0.0,,,,,,,,,
120451,2013-04-19,,5.0,4496.0,479.0,1.0,0.0,0,0.0,,,,,,,,,
120478,2013-04-19,,5.0,5277.0,580.0,1.0,0.0,0,0.0,,,,,,,,,
120480,2013-04-19,,,3390.0,528.0,1.0,0.0,0,0.0,,,,,,,,,
120490,2013-04-19,,5.0,5447.0,537.0,1.0,0.0,0,0.0,,,,,,,,,
120610,2013-04-19,,5.0,9875.0,869.0,1.0,0.0,0,0.0,,,,,,,,,
120624,2013-04-19,,5.0,8663.0,1123.0,1.0,0.0,0,0.0,,,,,,,,,
120645,2013-04-19,,5.0,3283.0,290.0,1.0,0.0,0,0.0,,,,,,,,,
120653,2013-04-19,,5.0,5614.0,504.0,1.0,0.0,0,0.0,,,,,,,,,
120671,2013-04-19,,5.0,5663.0,418.0,1.0,0.0,0,0.0,,,,,,,,,
120672,2013-04-19,,5.0,5226.0,670.0,1.0,0.0,0,0.0,,,,,,,,,
120693,2013-04-19,,5.0,4862.0,629.0,1.0,0.0,0,0.0,,,,,,,,,
120705,2013-04-19,,5.0,6210.0,697.0,1.0,0.0,0,0.0,,,,,,,,,
120713,2013-04-19,,5.0,5422.0,893.0,1.0,0.0,0,0.0,,,,,,,,,
120714,2013-04-19,,5.0,9415.0,1228.0,1.0,0.0,0,0.0,,,,,,,,,
120760,2013-04-19,,5.0,6292.0,485.0,1.0,0.0,0,0.0,,,,,,,,,
120775,2013-04-19,,5.0,4701.0,453.0,1.0,0.0,0,0.0,,,,,,,,,
120784,2013-04-19,,5.0,4507.0,619.0,1.0,0.0,0,0.0,,,,,,,,,
120793,2013-04-19,,5.0,,498.0,1.0,0.0,0,0.0,,,,,,,,,
120836,2013-04-19,,5.0,8530.0,988.0,1.0,0.0,0,0.0,,,,,,,,,
120882,2013-04-19,,5.0,7037.0,938.0,1.0,0.0,0,0.0,,,,,,,,,
120904,2013-04-19,,5.0,4469.0,614.0,1.0,0.0,0,0.0,,,,,,,,,
120938,2013-04-19,,,6555.0,673.0,1.0,0.0,0,0.0,,,,,,,,,
120946,2013-04-19,,5.0,4643.0,675.0,1.0,0.0,0,0.0,,,,,,,,,
120949,2013-04-19,,5.0,,872.0,1.0,0.0,0,0.0,,,,,,,,,
121011,2013-04-19,,5.0,5952.0,584.0,1.0,0.0,,0.0,,,,,,,,,
121017,2013-04-19,,5.0,2354.0,443.0,1.0,0.0,0,0.0,,,,,,,,,
121031,2013-04-19,,5.0,4150.0,557.0,1.0,0.0,0,0.0,,,,,,,,,
121067,2013-04-19,,5.0,8115.0,,1.0,0.0,0,0.0,,,,,,,,,
121079,2013-04-19,,5.0,6797.0,698.0,1.0,0.0,,0.0,,,,,,,,,
121159,2013-04-19,,5.0,4616.0,555.0,1.0,0.0,0,0.0,,,,,,,,,
121165,2013-04-19,,5.0,7837.0,915.0,1.0,0.0,0,0.0,,,,,,,,,
121173,2013-04-19,,5.0,3503.0,411.0,1.0,0.0,0,,,,,,,,,,
121212,2013-04-19,,5.0,5713.0,867.0,1.0,0.0,0,,,,,,,,,,
121250,2013-04-19,,5.0,6698.0,839.0,1.0,0.0,0,0.0,,,,,,,,,
121321,2013-04-19,,5.0,7688.0,628.0,1.0,0.0,0,0.0,,,,,,,,,
121346,2013-04-19,,5.0,16695.0,3395.0,1.0,0.0,0,0.0,,,,,,,,,
121416,2013-04-19,,5.0,2218.0,362.0,1.0,0.0,0,,,,,,,,,,
121425,2013-04-19,,5.0,3649.0,581.0,1.0,0.0,0,0.0,,,,,,,,,
121442,2013-04-19,,5.0,7199.0,709.0,1.0,0.0,0,0.0,,,,,,,,,
121539,2013-04-20,,6.0,4327.0,333.0,1.0,0.0,0,0.0,,,,,,,,,
121654,2013-04-20,,6.0,4210.0,,1.0,0.0,0,0.0,,,,,,,,,
121699,2013-04-20,,6.0,7800.0,936.0,1.0,0.0,0,0.0,,,,,,,,,
121762,2013-04-20,,6.0,11065.0,1263.0,1.0,0.0,0,0.0,,,,,,,,,
121764,2013-04-20,,6.0,8501.0,1638.0,1.0,0.0,0,0.0,,,,,,,,,
121805,2013-04-20,,6.0,,1501.0,1.0,0.0,0,0.0,,,,,,,,,
121811,2013-04-20,,6.0,3953.0,323.0,1.0,0.0,0,0.0,,,,,,,,,
121834,2013-04-20,,6.0,2569.0,393.0,1.0,0.0,0,0.0,,,,,,,,,
121839,2013-04-20,,6.0,2771.0,289.0,1.0,0.0,0,0.0,,,,,,,,,
121868,2013-04-20,,6.0,11013.0,818.0,1.0,0.0,0,0.0,,,,,,,,,
121874,2013-04-20,,6.0,4689.0,607.0,1.0,0.0,0,0.0,,,,,,,,,
121932,2013-04-20,,6.0,4234.0,360.0,1.0,0.0,0,0.0,,,,,,,,,
121948,2013-04-20,,6.0,7080.0,874.0,1.0,0.0,,0.0,,,,,,,,,
122013,2013-04-20,,6.0,2890.0,268.0,1.0,0.0,0,0.0,,,,,,,,,
122017,2013-04-20,,6.0,4454.0,383.0,1.0,0.0,0,0.0,,,,,,,,,
122068,2013-04-20,,6.0,4251.0,384.0,1.0,0.0,0,0.0,,,,,,,,,
122089,2013-04-20,,6.0,4994.0,581.0,1.0,0.0,0,0.0,,,,,,,,,
122096,2013-04-20,,6.0,2890.0,324.0,1.0,0.0,0,0.0,,,,,,,,,
122129,2013-04-20,,6.0,1484.0,191.0,1.0,0.0,0,0.0,,,,,,,,,
122264,2013-04-20,,6.0,3090.0,464.0,1.0,0.0,0,0.0,,,,,,,,,
122270,2013-04-20,,6.0,,834.0,1.0,0.0,0,0.0,,,,,,,,,
122296,2013-04-20,,6.0,6532.0,1934.0,1.0,0.0,0,0.0,,,,,,,,,
122343,2013-04-20,,6.0,7942.0,,1.0,0.0,0,0.0,,,,,,,,,
122361,2013-04-20,,6.0,10236.0,1267.0,1.0,0.0,0,0.0,,,,,,,,,
122378,2013-04-20,,6.0,3680.0,391.0,1.0,0.0,0,0.0,,,,,,,,,
122403,2013-04-20,,6.0,5183.0,684.0,1.0,0.0,0,0.0,,,,,,,,,
122407,2013-04-20,,6.0,9655.0,899.0,1.0,0.0,0,0.0,,,,,,,,,
122413,2013-04-20,,6.0,1643.0,157.0,1.0,0.0,0,0.0,,,,,,,,,
122433,2013-04-20,,6.0,5201.0,421.0,1.0,0.0,0,0.0,,,,,,,,,
122593,2013-04-20,,6.0,5787.0,645.0,1.0,0.0,0,0.0,,,,,,,,,
122659,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122679,2013-04-21,,7.0,0.0,,,0.0,0,0.0,,,,,,,,,
122682,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122693,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122760,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122768,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122790,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122814,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122845,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
122911,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123002,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123052,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123059,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123091,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,
123122,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123165,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123265,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123300,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123301,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123305,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123311,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123338,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123350,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123394,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123467,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123501,2013-04-21,,7.0,0.0,,0.0,0.0,0,0.0,,,,,,,,,
123511,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123519,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123620,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123629,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123642,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123682,2013-04-21,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
123698,2013-04-21,,7.0,0.0,0.0,,0.0,,0.0,,,,,,,,,
123767,2013-04-22,,1.0,8868.0,699.0,1.0,1.0,0,0.0,,,,,,,,,
123831,2013-04-22,,1.0,7581.0,619.0,1.0,1.0,0,0.0,,,,,,,,,
123853,2013-04-22,,1.0,8379.0,619.0,1.0,1.0,0,0.0,,,,,,,,,
123883,2013-04-22,,1.0,9298.0,1166.0,1.0,1.0,0,0.0,,,,,,,,,
123902,2013-04-22,,1.0,8259.0,757.0,1.0,1.0,0,0.0,,,,,,,,,
123948,2013-04-22,,1.0,19879.0,2380.0,1.0,1.0,0,0.0,,,,,,,,,
123955,2013-04-22,,1.0,8629.0,917.0,1.0,1.0,0,0.0,,,,,,,,,
123961,2013-04-22,,1.0,8847.0,659.0,1.0,1.0,0,0.0,,,,,,,,,
123965,2013-04-22,,1.0,9093.0,669.0,1.0,1.0,0,0.0,,,,,,,,,
123973,2013-04-22,,1.0,14128.0,1869.0,1.0,1.0,0,0.0,,,,,,,,,
123994,2013-04-22,,1.0,12562.0,1982.0,1.0,1.0,0,0.0,,,,,,,,,
124043,2013-04-22,,1.0,6019.0,528.0,1.0,1.0,0,0.0,,,,,,,,,
124063,2013-04-22,,1.0,6896.0,682.0,1.0,1.0,0,0.0,,,,,,,,,
124074,2013-04-22,,1.0,7605.0,819.0,1.0,1.0,0,0.0,,,,,,,,,
124215,2013-04-22,,1.0,6549.0,,1.0,1.0,0,0.0,,,,,,,,,
124220,2013-04-22,,1.0,8186.0,821.0,1.0,1.0,0,0.0,,,,,,,,,
124246,2013-04-22,,1.0,8339.0,925.0,1.0,1.0,0,0.0,,,,,,,,,
124258,2013-04-22,,1.0,9517.0,871.0,1.0,1.0,0,0.0,,,,,,,,,
124272,2013-04-22,,1.0,7888.0,722.0,1.0,1.0,0,0.0,,,,,,,,,
124282,2013-04-22,,1.0,10961.0,879.0,,1.0,0,0.0,,,,,,,,,
124380,2013-04-22,,1.0,8969.0,806.0,1.0,1.0,,0.0,,,,,,,,,
124427,2013-04-22,,1.0,13013.0,861.0,1.0,1.0,0,0.0,,,,,,,,,
124435,2013-04-22,,1.0,11092.0,1059.0,1.0,1.0,0,0.0,,,,,,,,,
124443,2013-04-22,,1.0,5917.0,646.0,1.0,1.0,0,0.0,,,,,,,,,
124473,2013-04-22,,1.0,4707.0,315.0,1.0,1.0,0,0.0,,,,,,,,,
124524,2013-04-22,,1.0,5611.0,662.0,1.0,1.0,0,0.0,,,,,,,,,
124533,2013-04-22,,1.0,6863.0,865.0,1.0,1.0,0,0.0,,,,,,,,,
124535,2013-04-22,,1.0,6791.0,897.0,1.0,1.0,0,0.0,,,,,,,,,
124554,2013-04-22,,1.0,9899.0,1169.0,1.0,1.0,0,0.0,,,,,,,,,
124600,2013-04-22,,1.0,6206.0,817.0,1.0,1.0,0,0.0,,,,,,,,,
124607,2013-04-22,,1.0,9524.0,948.0,1.0,1.0,0,0.0,,,,,,,,,
124610,2013-04-22,,1.0,10293.0,1212.0,1.0,1.0,0,0.0,,,,,,,,,
124642,2013-04-22,,1.0,9319.0,861.0,1.0,,0,0.0,,,,,,,,,
124704,2013-04-22,,1.0,5557.0,732.0,1.0,1.0,0,0.0,,,,,,,,,
124720,2013-04-22,,1.0,5372.0,573.0,1.0,1.0,0,0.0,,,,,,,,,
124765,2013-04-22,,1.0,6802.0,587.0,1.0,1.0,0,0.0,,,,,,,,,
124803,2013-04-22,,1.0,7569.0,835.0,1.0,1.0,0,0.0,,,,,,,,,
124827,2013-04-22,,1.0,9265.0,928.0,1.0,1.0,0,0.0,,,,,,,,,
124879,2013-04-23,,2.0,6619.0,521.0,1.0,1.0,0,0.0,,,,,,,,,
124898,2013-04-23,,2.0,2655.0,452.0,1.0,1.0,0,0.0,,,,,,,,,
124908,2013-04-23,,2.0,9025.0,710.0,1.0,1.0,0,0.0,,,,,,,,,
124933,2013-04-23,,,11023.0,1379.0,1.0,1.0,0,0.0,,,,,,,,,
124935,2013-04-23,,2.0,6232.0,805.0,1.0,1.0,0,0.0,,,,,,,,,
124990,2013-04-23,,2.0,5339.0,755.0,1.0,1.0,0,0.0,,,,,,,,,
124993,2013-04-23,,2.0,9121.0,781.0,1.0,1.0,0,0.0,,,,,,,,,
125045,2013-04-23,,2.0,5374.0,587.0,1.0,1.0,0,0.0,,,,,,,,,
125064,2013-04-23,,2.0,12535.0,1169.0,1.0,1.0,0,0.0,,,,,,,,,
125082,2013-04-23,,2.0,4920.0,684.0,1.0,1.0,0,0.0,,,,,,,,,
125096,2013-04-23,,2.0,5667.0,517.0,1.0,1.0,0,0.0,,,,,,,,,
125140,2013-04-23,,2.0,7219.0,1008.0,1.0,,0,0.0,,,,,,,,,
125170,2013-04-23,,2.0,8422.0,1042.0,1.0,1.0,0,0.0,,,,,,,,,
125182,2013-04-23,,2.0,3799.0,,1.0,1.0,0,0.0,,,,,,,,,
125187,2013-04-23,,2.0,14167.0,1436.0,1.0,1.0,0,0.0,,,,,,,,,
125193,2013-04-23,,2.0,8617.0,1038.0,1.0,1.0,0,,,,,,,,,,
125200,2013-04-23,,2.0,5427.0,585.0,1.0,1.0,0,0.0,,,,,,,,,
125219,2013-04-23,,2.0,8035.0,832.0,1.0,1.0,0,0.0,,,,,,,,,
125258,2013-04-23,,2.0,6943.0,638.0,1.0,1.0,0,0.0,,,,,,,,,
125260,2013-04-23,,2.0,10328.0,1233.0,1.0,1.0,0,0.0,,,,,,,,,
125275,2013-04-23,,2.0,4669.0,541.0,1.0,1.0,0,0.0,,,,,,,,,
125331,2013-04-23,,2.0,5762.0,571.0,1.0,1.0,0,0.0,,,,,,,,,
125366,2013-04-23,,2.0,3792.0,350.0,1.0,1.0,0,0.0,,,,,,,,,
125400,2013-04-23,,2.0,5417.0,580.0,1.0,1.0,0,0.0,,,,,,,,,
125467,2013-04-23,,2.0,10172.0,941.0,1.0,,0,0.0,,,,,,,,,
125477,2013-04-23,,2.0,4440.0,509.0,1.0,1.0,0,0.0,,,,,,,,,
125510,2013-04-23,,2.0,,705.0,1.0,1.0,0,0.0,,,,,,,,,
125532,2013-04-23,,2.0,7950.0,834.0,1.0,1.0,0,0.0,,,,,,,,,
125594,2013-04-23,,2.0,7433.0,1075.0,1.0,1.0,0,0.0,,,,,,,,,
125597,2013-04-23,,2.0,6183.0,685.0,1.0,1.0,0,0.0,,,,,,,,,
125642,2013-04-23,,2.0,6411.0,797.0,1.0,1.0,0,0.0,,,,,,,,,
125708,2013-04-23,,2.0,8590.0,952.0,1.0,1.0,0,0.0,,,,,,,,,
125714,2013-04-23,,2.0,6382.0,769.0,1.0,1.0,,0.0,,,,,,,,,
125726,2013-04-23,,2.0,7059.0,,1.0,1.0,0,0.0,,,,,,,,,
125754,2013-04-23,,2.0,8075.0,790.0,1.0,1.0,0,0.0,,,,,,,,,
125755,2013-04-23,,2.0,8856.0,595.0,1.0,1.0,0,0.0,,,,,,,,,
125807,2013-04-23,,2.0,5650.0,735.0,1.0,1.0,0,0.0,,,,,,,,,
125814,2013-04-23,,2.0,6703.0,862.0,1.0,1.0,0,0.0,,,,,,,,,
125825,2013-04-23,,2.0,4670.0,449.0,1.0,1.0,0,0.0,,,,,,,,,
125832,2013-04-23,,2.0,11198.0,1386.0,1.0,1.0,0,0.0,,,,,,,,,
125879,2013-04-23,,2.0,4820.0,531.0,1.0,1.0,0,0.0,,,,,,,,,
125917,2013-04-23,,2.0,8470.0,704.0,1.0,1.0,0,0.0,,,,,,,,,
125926,2013-04-23,,2.0,6903.0,668.0,1.0,1.0,0,0.0,,,,,,,,,
125967,2013-04-23,,2.0,9333.0,1109.0,1.0,1.0,0,0.0,,,,,,,,,
125979,2013-04-23,,2.0,5606.0,,1.0,1.0,0,0.0,,,,,,,,,
126041,2013-04-24,,3.0,6993.0,687.0,1.0,1.0,0,0.0,,,,,,,,,
126171,2013-04-24,,3.0,8357.0,716.0,1.0,1.0,0,0.0,,,,,,,,,
126172,2013-04-24,,3.0,5577.0,836.0,1.0,1.0,0,0.0,,,,,,,,,
126184,2013-04-24,,3.0,9908.0,1093.0,1.0,1.0,0,0.0,,,,,,,,,
126254,2013-04-24,,3.0,11520.0,1507.0,1.0,1.0,0,0.0,,,,,,,,,
126255,2013-04-24,,3.0,,341.0,1.0,1.0,0,0.0,,,,,,,,,
126259,2013-04-24,,3.0,8949.0,1102.0,1.0,1.0,0,0.0,,,,,,,,,
126285,2013-04-24,,3.0,5255.0,624.0,1.0,1.0,0,0.0,,,,,,,,,
126298,2013-04-24,,3.0,4658.0,515.0,1.0,1.0,0,0.0,,,,,,,,,
126329,2013-04-24,,3.0,3893.0,617.0,1.0,1.0,0,0.0,,,,,,,,,
126388,2013-04-24,,3.0,6402.0,444.0,1.0,1.0,0,0.0,,,,,,,,,
126417,2013-04-24,,3.0,4493.0,582.0,1.0,1.0,0,0.0,,,,,,,,,
126421,2013-04-24,,3.0,8901.0,1000.0,1.0,1.0,0,0.0,,,,,,,,,
126426,2013-04-24,,3.0,6488.0,527.0,1.0,1.0,0,0.0,,,,,,,,,
126458,2013-04-24,,3.0,5350.0,639.0,,1.0,0,0.0,,,,,,,,,
126512,2013-04-24,,3.0,7990.0,725.0,1.0,1.0,0,0.0,,,,,,,,,
126525,2013-04-24,,3.0,6045.0,482.0,1.0,1.0,0,0.0,,,,,,,,,
126536,2013-04-24,,3.0,4396.0,533.0,1.0,1.0,0,0.0,,,,,,,,,
126537,2013-04-24,,3.0,9716.0,893.0,1.0,1.0,0,0.0,,,,,,,,,
126571,2013-04-24,,3.0,5758.0,590.0,1.0,1.0,0,0.0,,,,,,,,,
126578,2013-04-24,,3.0,4536.0,421.0,1.0,1.0,0,0.0,,,,,,,,,
126686,2013-04-24,,3.0,6258.0,628.0,1.0,1.0,0,0.0,,,,,,,,,
126729,2013-04-24,,3.0,6023.0,681.0,1.0,1.0,0,0.0,,,,,,,,,
126804,2013-04-24,,3.0,5461.0,458.0,1.0,1.0,0,0.0,,,,,,,,,
126812,2013-04-24,,3.0,3763.0,356.0,1.0,1.0,0,0.0,,,,,,,,,
126834,2013-04-24,,3.0,5764.0,586.0,1.0,1.0,0,0.0,,,,,,,,,
126932,2013-04-24,,,6745.0,550.0,1.0,1.0,0,0.0,,,,,,,,,
126983,2013-04-24,,3.0,6033.0,556.0,1.0,1.0,0,0.0,,,,,,,,,
126996,2013-04-24,,3.0,3144.0,284.0,1.0,1.0,0,0.0,,,,,,,,,
127007,2013-04-24,,3.0,9076.0,,1.0,1.0,0,0.0,,,,,,,,,
127081,2013-04-24,,3.0,2888.0,291.0,,1.0,0,0.0,,,,,,,,,
127102,2013-04-24,,3.0,7098.0,840.0,1.0,1.0,0,0.0,,,,,,,,,
127200,2013-04-25,,4.0,4728.0,395.0,1.0,1.0,0,0.0,,,,,,,,,
127267,2013-04-25,,4.0,4928.0,437.0,1.0,1.0,0,0.0,,,,,,,,,
127272,2013-04-25,,4.0,4577.0,376.0,1.0,1.0,0,0.0,,,,,,,,,
127275,2013-04-25,,4.0,3720.0,571.0,1.0,1.0,0,0.0,,,,,,,,,
127298,2013-04-25,,4.0,10310.0,1112.0,1.0,1.0,0,0.0,,,,,,,,,
127359,2013-04-25,,4.0,6702.0,698.0,1.0,1.0,0,0.0,,,,,,,,,
127424,2013-04-25,,4.0,7212.0,886.0,1.0,1.0,0,0.0,,,,,,,,,
127429,2013-04-25,,4.0,5173.0,469.0,1.0,1.0,0,0.0,,,,,,,,,
127437,2013-04-25,,4.0,6689.0,587.0,1.0,1.0,0,0.0,,,,,,,,,
127438,2013-04-25,,,5558.0,638.0,1.0,1.0,0,0.0,,,,,,,,,
127463,2013-04-25,,4.0,13437.0,1920.0,1.0,1.0,0,0.0,,,,,,,,,
127488,2013-04-25,,4.0,6315.0,784.0,1.0,1.0,0,0.0,,,,,,,,,
127491,2013-04-25,,4.0,7861.0,681.0,1.0,1.0,0,0.0,,,,,,,,,
127506,2013-04-25,,4.0,6630.0,480.0,1.0,1.0,0,0.0,,,,,,,,,
127555,2013-04-25,,4.0,4640.0,484.0,1.0,1.0,0,0.0,,,,,,,,,
127564,2013-04-25,,4.0,5328.0,616.0,1.0,1.0,0,0.0,,,,,,,,,
127599,2013-04-25,,4.0,7868.0,767.0,1.0,1.0,0,0.0,,,,,,,,,
127647,2013-04-25,,4.0,6726.0,640.0,1.0,1.0,0,0.0,,,,,,,,,
127674,2013-04-25,,4.0,7018.0,751.0,1.0,1.0,0,0.0,,,,,,,,,
127723,2013-04-25,,4.0,0.0,5.0,1.0,,0,0.0,,,,,,,,,
127724,2013-04-25,,4.0,5564.0,542.0,1.0,1.0,0,0.0,,,,,,,,,
127727,2013-04-25,,4.0,5701.0,479.0,1.0,1.0,0,0.0,,,,,,,,,
127728,2013-04-25,,4.0,4362.0,517.0,1.0,1.0,0,0.0,,,,,,,,,
127754,2013-04-25,,4.0,5561.0,730.0,1.0,1.0,0,0.0,,,,,,,,,
127784,2013-04-25,,4.0,7854.0,835.0,1.0,1.0,0,0.0,,,,,,,,,
127799,2013-04-25,,4.0,4114.0,,1.0,1.0,0,0.0,,,,,,,,,
127806,2013-04-25,,4.0,5346.0,789.0,1.0,1.0,0,0.0,,,,,,,,,
127877,2013-04-25,,4.0,3977.0,433.0,1.0,1.0,0,0.0,,,,,,,,,
127997,2013-04-25,,4.0,8822.0,987.0,1.0,1.0,0,0.0,,,,,,,,,
128093,2013-04-25,,4.0,7692.0,706.0,1.0,1.0,0,0.0,,,,,,,,,
128124,2013-04-25,,4.0,6242.0,523.0,1.0,1.0,0,0.0,,,,,,,,,
128189,2013-04-25,,4.0,9007.0,972.0,1.0,,0,0.0,,,,,,,,,
128213,2013-04-25,,4.0,5024.0,476.0,1.0,1.0,0,0.0,,,,,,,,,
128257,2013-04-26,,5.0,7009.0,882.0,1.0,1.0,0,0.0,,,,,,,,,
128258,2013-04-26,,5.0,7950.0,580.0,1.0,,0,0.0,,,,,,,,,
128268,2013-04-26,,5.0,4623.0,368.0,1.0,1.0,0,0.0,,,,,,,,,
128299,2013-04-26,,5.0,3704.0,389.0,1.0,1.0,0,0.0,,,,,,,,,
128346,2013-04-26,,5.0,6697.0,679.0,1.0,1.0,0,0.0,,,,,,,,,
128350,2013-04-26,,5.0,6402.0,644.0,1.0,1.0,0,0.0,,,,,,,,,
128368,2013-04-26,,5.0,9668.0,779.0,1.0,1.0,0,0.0,,,,,,,,,
128452,2013-04-26,,5.0,4634.0,450.0,1.0,1.0,0,0.0,,,,,,,,,
128484,2013-04-26,,5.0,12946.0,1605.0,1.0,1.0,0,0.0,,,,,,,,,
128494,2013-04-26,,5.0,9419.0,1177.0,1.0,1.0,0,0.0,,,,,,,,,
128549,2013-04-26,,5.0,5346.0,641.0,1.0,1.0,0,,,,,,,,,,
128604,2013-04-26,,5.0,8399.0,926.0,1.0,1.0,0,0.0,,,,,,,,,
128625,2013-04-26,,5.0,9012.0,712.0,1.0,1.0,0,0.0,,,,,,,,,
128675,2013-04-26,,5.0,3704.0,377.0,1.0,1.0,0,0.0,,,,,,,,,
128697,2013-04-26,,5.0,7707.0,984.0,1.0,1.0,0,0.0,,,,,,,,,
128711,2013-04-26,,5.0,5713.0,582.0,1.0,1.0,0,0.0,,,,,,,,,
128727,2013-04-26,,5.0,9200.0,965.0,1.0,1.0,0,0.0,,,,,,,,,
128763,2013-04-26,,5.0,8304.0,892.0,1.0,,0,,,,,,,,,,
128792,2013-04-26,,5.0,,1123.0,1.0,1.0,0,0.0,,,,,,,,,
128865,2013-04-26,,5.0,6476.0,830.0,1.0,1.0,0,,,,,,,,,,
128866,2013-04-26,,,7106.0,917.0,1.0,1.0,0,0.0,,,,,,,,,
128872,2013-04-26,,5.0,9786.0,,1.0,1.0,0,0.0,,,,,,,,,
128896,2013-04-26,,5.0,6291.0,986.0,1.0,1.0,0,0.0,,,,,,,,,
128976,2013-04-26,,5.0,9912.0,1099.0,1.0,1.0,0,0.0,,,,,,,,,
128980,2013-04-26,,5.0,5387.0,879.0,1.0,1.0,0,0.0,,,,,,,,,
129061,2013-04-26,,5.0,5407.0,672.0,1.0,1.0,0,0.0,,,,,,,,,
129103,2013-04-26,,5.0,8329.0,816.0,1.0,1.0,0,0.0,,,,,,,,,
129113,2013-04-26,,5.0,9293.0,1080.0,1.0,1.0,0,0.0,,,,,,,,,
129148,2013-04-26,,5.0,4568.0,394.0,1.0,1.0,0,0.0,,,,,,,,,
129166,2013-04-26,,5.0,9181.0,1151.0,1.0,1.0,0,0.0,,,,,,,,,
129213,2013-04-26,,,16444.0,1703.0,1.0,1.0,0,0.0,,,,,,,,,
129214,2013-04-26,,5.0,9802.0,1148.0,1.0,1.0,0,0.0,,,,,,,,,
129219,2013-04-26,,5.0,,3123.0,1.0,1.0,0,0.0,,,,,,,,,
129220,2013-04-26,,5.0,6440.0,768.0,1.0,1.0,0,0.0,,,,,,,,,
129225,2013-04-26,,5.0,5385.0,545.0,1.0,1.0,0,0.0,,,,,,,,,
129263,2013-04-26,,5.0,8877.0,786.0,1.0,1.0,0,0.0,,,,,,,,,
129337,2013-04-26,,5.0,8109.0,732.0,1.0,1.0,0,0.0,,,,,,,,,
